sound,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
lofi/happy.wav,0,0,0,0,6.251566420018207,None,,001,2019_Nov_22_1925,sounds,3.2.4,59.92746379663564,
