3.7659 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
17.9240 	EXP 	New trial (rep=0, index=5): OrderedDict([('targetX', -0.5), ('cueOri', 180), ('congr', 0), ('corrAns', 'left'), ('posner_type', 4)])
17.9380 	EXP 	fixation: autoDraw = False
17.9380 	EXP 	cue: autoDraw = False
17.9380 	EXP 	target: autoDraw = False
17.9380 	EXP 	cue: ori = 180.0
17.9380 	EXP 	target: pos = array([-0.5,  0. ])
17.9380 	EXP 	fixation: autoDraw = True
18.4218 	EXP 	cue: autoDraw = True
19.1214 	EXP 	cue: autoDraw = False
19.6215 	EXP 	target: autoDraw = True
19.9051 	DATA 	Keypress: left
19.9064 	EXP 	New trial (rep=0, index=6): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
19.9214 	EXP 	fixation: autoDraw = False
19.9214 	EXP 	cue: autoDraw = False
19.9214 	EXP 	target: autoDraw = False
19.9214 	EXP 	cue: ori = 180.0
19.9214 	EXP 	target: pos = array([0.5, 0. ])
19.9214 	EXP 	fixation: autoDraw = True
20.4048 	EXP 	cue: autoDraw = True
21.1049 	EXP 	cue: autoDraw = False
21.6045 	EXP 	target: autoDraw = True
21.9239 	DATA 	Keypress: right
21.9259 	EXP 	New trial (rep=0, index=7): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
21.9376 	EXP 	fixation: autoDraw = False
21.9376 	EXP 	cue: autoDraw = False
21.9376 	EXP 	target: autoDraw = False
21.9376 	EXP 	cue: ori = 0.0
21.9376 	EXP 	target: pos = array([-0.5,  0. ])
21.9376 	EXP 	fixation: autoDraw = True
22.4211 	EXP 	cue: autoDraw = True
23.1211 	EXP 	cue: autoDraw = False
23.6214 	EXP 	target: autoDraw = True
23.8885 	DATA 	Keypress: left
23.9049 	EXP 	fixation: autoDraw = False
23.9049 	EXP 	cue: autoDraw = False
23.9049 	EXP 	target: autoDraw = False
23.9049 	EXP 	break_text: autoDraw = True
25.4051 	DATA 	Keypress: escape
25.5514 	EXP 	window1: mouseVisible = True
