3.7659 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
5.7319 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.5885 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DBF513A550>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001DBF51B2D68>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5886 	EXP 	window1: recordFrameIntervals = False
6.7546 	EXP 	window1: recordFrameIntervals = True
6.9379 	EXP 	window1: recordFrameIntervals = False
6.9709 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([255., 255., 255.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
7.0206 	EXP 	Created cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/arrow-left.png', interpolate=True, mask=None, maskParams=None, name='cue', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
7.0243 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/circle_red.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
7.0448 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Please take a minute break', units='height', win=Window(...), wrapWidth=1)
7.0451 	EXP 	Created sequence: random, trialTypes=1, nReps=3, seed=None
7.1359 	EXP 	New trial (rep=0, index=0): None
7.1422 	EXP 	Imported conditions.csv as conditions, 8 conditions, 5 params
7.1425 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
7.2938 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
7.3686 	EXP 	cue: ori = 0.0
7.3686 	EXP 	target: pos = array([-0.5,  0. ])
7.3686 	EXP 	fixation: autoDraw = True
7.7877 	EXP 	cue: autoDraw = True
8.4880 	EXP 	cue: autoDraw = False
8.9877 	EXP 	target: autoDraw = True
9.3576 	DATA 	Keypress: left
9.3740 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
9.3879 	EXP 	fixation: autoDraw = False
9.3879 	EXP 	cue: autoDraw = False
9.3879 	EXP 	target: autoDraw = False
9.3879 	EXP 	cue: ori = 0.0
9.3879 	EXP 	target: pos = array([-0.5,  0. ])
9.3879 	EXP 	fixation: autoDraw = True
9.8710 	EXP 	cue: autoDraw = True
10.5710 	EXP 	cue: autoDraw = False
11.0710 	EXP 	target: autoDraw = True
11.4060 	DATA 	Keypress: left
11.4230 	EXP 	New trial (rep=0, index=2): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
11.4375 	EXP 	fixation: autoDraw = False
11.4375 	EXP 	cue: autoDraw = False
11.4375 	EXP 	target: autoDraw = False
11.4375 	EXP 	cue: ori = 180.0
11.4375 	EXP 	target: pos = array([0.5, 0. ])
11.4375 	EXP 	fixation: autoDraw = True
11.9212 	EXP 	cue: autoDraw = True
12.6212 	EXP 	cue: autoDraw = False
13.1213 	EXP 	target: autoDraw = True
13.4217 	DATA 	Keypress: right
13.4232 	EXP 	New trial (rep=0, index=3): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
13.4378 	EXP 	fixation: autoDraw = False
13.4378 	EXP 	cue: autoDraw = False
13.4378 	EXP 	target: autoDraw = False
13.4378 	EXP 	cue: ori = 180.0
13.4378 	EXP 	target: pos = array([0.5, 0. ])
13.4378 	EXP 	fixation: autoDraw = True
13.9213 	EXP 	cue: autoDraw = True
14.6217 	EXP 	cue: autoDraw = False
15.1210 	EXP 	target: autoDraw = True
15.4385 	DATA 	Keypress: right
15.4402 	EXP 	New trial (rep=0, index=4): OrderedDict([('targetX', 0.5), ('cueOri', 0), ('congr', 0), ('corrAns', 'right'), ('posner_type', 8)])
15.4549 	EXP 	fixation: autoDraw = False
15.4549 	EXP 	cue: autoDraw = False
15.4549 	EXP 	target: autoDraw = False
15.4549 	EXP 	cue: ori = 0.0
15.4549 	EXP 	target: pos = array([0.5, 0. ])
15.4549 	EXP 	fixation: autoDraw = True
15.9381 	EXP 	cue: autoDraw = True
16.6378 	EXP 	cue: autoDraw = False
17.1377 	EXP 	target: autoDraw = True
17.6381 	EXP 	target: autoDraw = False
17.9219 	DATA 	Keypress: right
