2.4797 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
8.5895 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
8.6551 	EXP 	cue: ori = 180.0
8.6551 	EXP 	target: pos = array([0.5, 0. ])
8.6551 	EXP 	fixation: autoDraw = True
9.0850 	EXP 	cue: autoDraw = True
9.7849 	EXP 	cue: autoDraw = False
10.2703 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
10.2851 	EXP 	fixation: autoDraw = False
10.2851 	EXP 	cue: autoDraw = False
10.2851 	EXP 	target: autoDraw = False
10.2851 	EXP 	cue: ori = 0.0
10.2851 	EXP 	target: pos = array([-0.5,  0. ])
10.2851 	EXP 	fixation: autoDraw = True
10.7683 	EXP 	cue: autoDraw = True
11.4683 	EXP 	cue: autoDraw = False
11.9684 	EXP 	target: autoDraw = True
12.2519 	DATA 	Keypress: left
12.2533 	EXP 	New trial (rep=0, index=2): OrderedDict([('targetX', 0.5), ('cueOri', 0), ('congr', 0), ('corrAns', 'right'), ('posner_type', 8)])
12.2684 	EXP 	fixation: autoDraw = False
12.2684 	EXP 	cue: autoDraw = False
12.2684 	EXP 	target: autoDraw = False
12.2684 	EXP 	cue: ori = 0.0
12.2684 	EXP 	target: pos = array([0.5, 0. ])
12.2684 	EXP 	fixation: autoDraw = True
12.7517 	EXP 	cue: autoDraw = True
13.4517 	EXP 	cue: autoDraw = False
13.9517 	EXP 	target: autoDraw = True
14.2856 	DATA 	Keypress: right
14.2868 	EXP 	New trial (rep=0, index=3): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
14.3018 	EXP 	fixation: autoDraw = False
14.3018 	EXP 	cue: autoDraw = False
14.3018 	EXP 	target: autoDraw = False
14.3018 	EXP 	cue: ori = 0.0
14.3018 	EXP 	target: pos = array([-0.5,  0. ])
14.3018 	EXP 	fixation: autoDraw = True
14.7850 	EXP 	cue: autoDraw = True
15.4850 	EXP 	cue: autoDraw = False
15.9851 	EXP 	target: autoDraw = True
16.2855 	DATA 	Keypress: left
16.2869 	EXP 	New trial (rep=0, index=4): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
16.3017 	EXP 	fixation: autoDraw = False
16.3017 	EXP 	cue: autoDraw = False
16.3017 	EXP 	target: autoDraw = False
16.3017 	EXP 	cue: ori = 180.0
16.3017 	EXP 	target: pos = array([0.5, 0. ])
16.3017 	EXP 	fixation: autoDraw = True
16.7850 	EXP 	cue: autoDraw = True
17.4850 	EXP 	cue: autoDraw = False
17.9850 	EXP 	target: autoDraw = True
18.2855 	DATA 	Keypress: right
18.2868 	EXP 	New trial (rep=0, index=5): OrderedDict([('targetX', -0.5), ('cueOri', 180), ('congr', 0), ('corrAns', 'left'), ('posner_type', 4)])
18.3017 	EXP 	fixation: autoDraw = False
18.3017 	EXP 	cue: autoDraw = False
18.3017 	EXP 	target: autoDraw = False
18.3017 	EXP 	cue: ori = 180.0
18.3017 	EXP 	target: pos = array([-0.5,  0. ])
18.3017 	EXP 	fixation: autoDraw = True
18.7850 	EXP 	cue: autoDraw = True
19.4850 	EXP 	cue: autoDraw = False
19.9851 	EXP 	target: autoDraw = True
20.2354 	DATA 	Keypress: left
20.2367 	EXP 	New trial (rep=0, index=6): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
20.2517 	EXP 	fixation: autoDraw = False
20.2517 	EXP 	cue: autoDraw = False
20.2517 	EXP 	target: autoDraw = False
20.2517 	EXP 	cue: ori = 180.0
20.2517 	EXP 	target: pos = array([0.5, 0. ])
20.2517 	EXP 	fixation: autoDraw = True
20.7352 	EXP 	cue: autoDraw = True
21.4350 	EXP 	cue: autoDraw = False
21.9351 	EXP 	target: autoDraw = True
22.1687 	DATA 	Keypress: right
22.1699 	EXP 	New trial (rep=0, index=7): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
22.1852 	EXP 	fixation: autoDraw = False
22.1852 	EXP 	cue: autoDraw = False
22.1852 	EXP 	target: autoDraw = False
22.1852 	EXP 	cue: ori = 0.0
22.1852 	EXP 	target: pos = array([-0.5,  0. ])
22.1852 	EXP 	fixation: autoDraw = True
22.6685 	EXP 	cue: autoDraw = True
23.3683 	EXP 	cue: autoDraw = False
23.8684 	EXP 	target: autoDraw = True
24.1362 	DATA 	Keypress: left
24.1376 	EXP 	New trial (rep=1, index=0): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
24.1517 	EXP 	fixation: autoDraw = False
24.1517 	EXP 	cue: autoDraw = False
24.1517 	EXP 	target: autoDraw = False
24.1517 	EXP 	cue: ori = 0.0
24.1517 	EXP 	target: pos = array([-0.5,  0. ])
24.1517 	EXP 	fixation: autoDraw = True
24.6351 	EXP 	cue: autoDraw = True
25.3351 	EXP 	cue: autoDraw = False
25.8351 	EXP 	target: autoDraw = True
26.1359 	DATA 	Keypress: left
26.1373 	EXP 	New trial (rep=1, index=1): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
26.1518 	EXP 	fixation: autoDraw = False
26.1518 	EXP 	cue: autoDraw = False
26.1518 	EXP 	target: autoDraw = False
26.1518 	EXP 	cue: ori = 180.0
26.1518 	EXP 	target: pos = array([0.5, 0. ])
26.1518 	EXP 	fixation: autoDraw = True
26.6350 	EXP 	cue: autoDraw = True
27.3350 	EXP 	cue: autoDraw = False
27.8352 	EXP 	target: autoDraw = True
28.0689 	DATA 	Keypress: right
28.0704 	EXP 	New trial (rep=1, index=2): OrderedDict([('targetX', -0.5), ('cueOri', 180), ('congr', 0), ('corrAns', 'left'), ('posner_type', 4)])
28.0851 	EXP 	fixation: autoDraw = False
28.0851 	EXP 	cue: autoDraw = False
28.0851 	EXP 	target: autoDraw = False
28.0851 	EXP 	cue: ori = 180.0
28.0851 	EXP 	target: pos = array([-0.5,  0. ])
28.0851 	EXP 	fixation: autoDraw = True
28.5684 	EXP 	cue: autoDraw = True
28.8866 	DATA 	Keypress: escape
29.3966 	EXP 	window1: mouseVisible = True
