targetX,cueOri,congr,corrAns,posner_type,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,fixation.started,fixation.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,0,1,left,2,0,0,0,0,0,0,0,0,7.121291999996174,None,7.547915000002831,8.24779550000676,8.747791000001598,None,left,1,0.21698969999852125,8.747791000001598,None,None,7.547915000002831,8.747791000001598,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
-0.5,180,0,left,4,0,0,0,0,0,1,1,3,8.981111900007818,None,9.464538600004744,10.164434600010281,10.664519900004962,None,left,1,0.3680954000010388,10.664519900004962,None,None,9.464538600004744,10.664519900004962,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
0.5,180,1,right,6,0,0,0,0,0,2,2,6,11.047838300000876,None,11.531291300008888,12.231144400007906,12.731180500006303,None,right,1,0.35145940000074916,12.731180500006303,None,None,11.531291300008888,12.731180500006303,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
0.5,180,1,right,6,0,0,0,0,0,3,3,5,13.097881000008783,None,13.581140599999344,14.281224600010319,14.781201400008285,None,right,1,0.35045589999936055,14.781201400008285,None,None,13.581140599999344,14.781201400008285,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
-0.5,0,1,left,2,0,0,0,0,0,4,4,1,15.14813950000098,None,15.631183300007251,16.331200700005866,16.831317899996066,None,left,1,0.2516019999893615,16.831317899996066,None,None,15.631183300007251,16.831317899996066,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
-0.5,0,1,left,2,0,0,0,0,0,5,5,2,17.097886900010053,None,17.58125889999792,18.281201400008285,18.78122489999805,None,left,1,0.2683501999999862,18.78122489999805,None,None,17.58125889999792,18.78122489999805,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
0.5,180,1,right,6,0,0,0,0,0,6,6,4,19.06446190000861,None,19.547900600009598,20.24783920000482,20.747894700005418,None,right,1,0.2505562000005739,20.747894700005418,None,None,19.547900600009598,20.747894700005418,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
0.5,0,0,right,8,0,0,0,0,0,7,7,7,21.01456120000512,None,21.497872100007953,22.19789789999777,22.698008899998968,None,right,1,0.3675492000038503,22.698008899998968,None,None,21.497872100007953,22.698008899998968,123123,001,2019_Nov_27_2003,posner,3.2.4,59.98512368778086,
