targetX,cueOri,congr,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,cue.started,cue.stopped,target.started,target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,0,1,left,0,0,0,0,7.053512700018473,8.0620136000216,7.978684399975464,8.478686299989931,8.478686299989931,None,left,1,0.6268585000070743,8.478686299989931,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,1,1,4,9.128700700006448,10.12873379996745,10.11215689999517,10.612530299986247,10.612530299986247,None,left,1,0.2980237000156194,10.612530299986247,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,2,2,6,10.929139900021255,11.929059999994934,11.912388600001577,12.41242519998923,12.41242519998923,None,left,1,0.21774100000038743,12.41242519998923,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,3,3,1,12.64587309997296,13.647031100001186,13.630341699987184,14.13019749999512,14.13019749999512,None,left,0,0.03591979999328032,14.13019749999512,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,4,4,2,14.196842100005597,15.19692680001026,15.180252599995583,15.680337099998724,15.680337099998724,None,left,1,0.5021365000284277,15.680337099998724,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,5,5,3,16.21370459999889,17.213538800016977,17.197067799977958,17.696973100013565,17.696973100013565,None,right,1,0.08131860004505143,17.696973100013565,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,180,0,left,0,6,6,8,17.797129400016274,18.79701619996922,18.78027699998347,19.280290799972136,19.280290799972136,None,left,1,0.40420689998427406,19.280290799972136,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,0,0,right,0,7,7,9,19.713497999997344,20.713852700020652,20.696915699983947,21.196950100013055,21.196950100013055,None,right,1,0.41752750001614913,21.196950100013055,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,8,8,7,21.63039349997416,22.63031089998549,22.61363659997005,23.11370689998148,23.11370689998148,None,right,1,0.2807444999925792,23.11370689998148,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,9,9,5,23.413697500014678,24.41359479998937,24.396980799967423,24.896888500021305,24.896888500021305,None,right,1,0.259500999993179,24.896888500021305,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,0,0,0,25.180256000021473,26.1804849000182,26.16363269998692,26.663693699985743,26.663693699985743,None,left,1,0.1824104000115767,26.663693699985743,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,1,1,5,26.863584899983834,27.863521299965214,27.846883699996397,28.346990399993956,28.346990399993956,None,right,1,0.2071268000290729,28.346990399993956,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,2,2,3,28.580217199982144,29.580318599997554,29.563653199991677,30.06364800001029,30.06364800001029,None,right,1,0.23601450002752244,30.06364800001029,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,180,0,left,0,3,3,8,30.3304124000133,31.33020199998282,31.313527000020258,31.813826099969447,31.813826099969447,None,right,0,0.24465649999910966,31.813826099969447,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,4,4,6,32.08031439996557,33.08038579998538,33.06369989999803,33.56374329997925,33.56374329997925,None,left,1,0.19477439997717738,33.56374329997925,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,5,5,2,33.78041349997511,34.7802878000075,34.76368630002253,35.26366140000755,35.26366140000755,None,left,1,0.3516149000497535,35.26366140000755,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,6,6,1,35.64689879998332,36.64700900000753,36.63035709998803,37.130357199988794,37.130357199988794,None,right,1,0.22004200000083074,37.130357199988794,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,180,1,right,0,7,7,7,37.38033319998067,38.380389800004195,38.36373609997099,38.86371509998571,38.86371509998571,None,right,1,0.18555599998217076,38.86371509998571,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
-0.5,0,1,left,0,8,8,4,39.08039600000484,40.080387499998324,40.063769400003366,40.56382530002156,40.56382530002156,None,left,1,0.2575644999742508,40.56382530002156,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
0.5,0,0,right,0,9,9,9,40.84704859997146,41.847119399986695,41.83036819996778,42.330590999976266,42.330590999976266,None,right,1,0.36964270001044497,42.330590999976266,None,1,001,2019_Nov_22_1300,posner,3.2.4,59.9963522219469,
