targetX,cueOri,congr,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,cue.started,cue.stopped,target.started,target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,0,0,0,6,8.42693469999358,9.432178400049452,9.315184800012503,9.815211900044233,9.815211900044233,None,right,1,0.5468578000436537,9.815211900044233,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,0,0,right,0,1,1,7,10.381886999995913,11.382418500026688,11.365629700012505,11.865864799998235,11.865864799998235,None,right,1,0.4372178000048734,11.865864799998235,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,180,1,right,0,2,2,4,12.332401400024537,13.33419760002289,13.317381300032139,13.817455800017342,13.817455800017342,None,right,1,0.21266639995155856,13.817455800017342,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,0,1,left,0,3,3,1,14.050914300023578,15.050952700024936,15.034066100022756,15.5344150000019,15.5344150000019,None,left,1,0.2151024999911897,15.5344150000019,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,180,1,right,0,4,4,5,15.767197000037413,16.767443200049456,16.74980809999397,17.250802399998065,17.250802399998065,None,right,1,0.062112399959005415,17.250802399998065,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,180,0,left,0,5,5,3,17.334679800027516,18.33370100002503,18.317445099994075,18.817606099997647,18.817606099997647,None,right,0,0.26428159995703027,18.817606099997647,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,0,1,left,0,6,6,0,19.102653400041163,20.117431599996053,20.08424070000183,20.584310200007167,20.584310200007167,None,left,1,0.25263450003694743,20.584310200007167,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,0,1,left,0,7,7,2,20.866844500007574,21.866421100043226,21.85074359999271,22.350994500040542,22.350994500040542,None,left,1,0.3072907999739982,22.350994500040542,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,180,1,right,0,0,0,5,22.68576000002213,23.699905799992848,23.66787160001695,24.183008800027892,24.166401299997233,None,right,1,0.18217020004522055,24.166401299997233,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,180,1,right,0,1,1,6,24.36772830004338,25.383072399999946,25.349877700034995,25.84979420003947,25.84979420003947,None,right,1,0.2791232999879867,25.84979420003947,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,0,0,right,0,2,2,7,26.15070190001279,27.150822199997492,27.134137300017755,27.633765200036578,27.633765200036578,None,left,0,0.2213795999996364,27.633765200036578,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,0,1,left,0,3,3,1,27.88392200000817,28.883675100049004,28.867186599993147,29.36744430003455,29.36744430003455,None,left,1,0.22078530001454055,29.36744430003455,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,0,1,left,0,4,4,0,29.61712950002402,30.617435000021942,30.600773100042716,31.10074560000794,31.10074560000794,None,left,1,0.2821295000030659,31.10074560000794,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
0.5,180,1,right,0,5,5,4,31.40068630001042,32.400845199998,32.38373220001813,32.88313460000791,32.88313460000791,None,right,1,0.25675140001112595,32.88313460000791,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,180,0,left,0,6,6,3,33.167590700031724,34.16655070002889,34.151044099999126,34.66671670001233,34.65162350004539,None,right,0,0.18843829998513684,34.65162350004539,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
-0.5,0,1,left,0,7,7,2,34.8841527000186,35.88343869999517,35.850145300035365,36.35010969999712,36.35010969999712,None,left,1,0.023805400007404387,36.35010969999712,None,123,001,2019_Nov_22_1947,posner,3.2.4,60.1431406795156,
