targetX,cueOri,congr,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,cue.started,cue.stopped,target.started,target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,0,1,left,0,0,0,6,6.822759800008498,7.837687199993525,7.737687500019092,8.237660399987362,8.237660399987362,None,left,1,0.6582800000323914,8.237660399987362,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
-0.5,0,1,left,0,1,1,2,8.92099309997866,9.920984699972905,9.904339600005187,10.404719099984504,10.404719099984504,None,left,1,0.18814889999339357,10.404719099984504,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
-0.5,180,0,left,0,2,2,8,10.62135119998129,11.621418199967593,11.604677599971183,12.104798799962737,12.104798799962737,None,right,0,0.7441358000505716,12.104798799962737,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
-0.5,0,1,left,0,3,3,0,12.871446900011506,13.872647400014102,13.856018299993593,14.356031399976928,14.356031399976928,None,left,1,0.21613429998978972,14.356031399976928,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
0.5,180,1,right,0,4,4,1,14.58927339996444,15.589255500002764,15.572602499974892,16.072530500008725,16.072530500008725,None,right,1,0.18955840001581237,16.072530500008725,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
0.5,180,1,right,0,5,5,5,16.289402699971106,17.289314699999522,17.27272329997504,17.772569999971893,17.772569999971893,None,right,1,0.295995699998457,17.772569999971893,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
0.5,180,1,right,0,6,6,3,18.08910589996958,19.089386700012255,19.07262539997464,19.572607700014487,19.572607700014487,None,right,1,0.2073017000220716,19.572607700014487,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
0.5,180,1,right,0,7,7,7,19.805891299969517,20.805959299963433,20.789356699970085,21.289429600001313,21.289429600001313,None,right,1,0.25271969998721033,21.289429600001313,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
-0.5,0,1,left,0,8,8,4,21.57258819998242,22.572643399995286,22.555978399992455,23.05601930001285,23.05601930001285,None,left,1,0.22084449999965727,23.05601930001285,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
0.5,0,0,right,0,9,9,9,23.3059951000032,24.30593279999448,24.28934429999208,24.789376900007483,24.789376900007483,None,right,1,0.3574615999823436,24.789376900007483,None,1,001,2019_Nov_22_1247,posner,3.2.4,60.02278464086636,
