targetX,cueOri,congr,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,cue.started,cue.stopped,target.started,target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,0,1,left,0,0,0,6,6.6518134999787435,7.653242199972738,7.569748499954585,8.070076100004371,8.070076100004371,None,left,1,1.175404699984938,8.070076100004371,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
-0.5,0,1,left,0,1,1,0,9.27017639996484,10.269837900006678,10.253175499965437,10.753482199972495,10.753482199972495,None,left,1,0.3163827999960631,10.753482199972495,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
0.5,180,1,right,0,2,2,7,11.086833699955605,12.086818799958564,12.070656900003087,12.570127799990587,12.570127799990587,None,right,1,0.19947250001132488,12.570127799990587,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
-0.5,180,0,left,0,3,3,8,12.786786199954804,13.78865359997144,13.77180279995082,14.271939800004475,14.271939800004475,None,left,1,0.5018255999893881,14.271939800004475,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
0.5,180,1,right,0,4,4,5,14.804162799962796,15.80519349995302,15.788503599993419,16.288554499973543,16.288554499973543,None,right,1,0.14923799998359755,16.288554499973543,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
-0.5,0,1,left,0,5,5,2,16.455167999956757,17.455319400003646,17.438577900000382,17.938338799984194,17.938338799984194,None,left,1,0.16507039999123663,17.938338799984194,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
0.5,180,1,right,0,6,6,1,18.12233489996288,19.138612499984447,19.104405499994755,19.60548749996815,19.60548749996815,None,right,1,0.5721829999820329,19.60548749996815,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
0.5,180,1,right,0,7,7,3,20.205200999975204,21.20556430000579,21.188796799979173,21.68875809997553,21.68875809997553,None,right,1,0.2780839999904856,21.68875809997553,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
-0.5,0,1,left,0,8,8,4,21.98850209999364,22.9886682999786,22.972287399985362,23.47210149996681,23.47210149996681,None,left,1,0.22606549999909475,23.47210149996681,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
0.5,0,0,right,0,9,9,9,23.72202109999489,24.721867399988696,24.705297000007704,25.205419399950188,25.205419399950188,None,right,1,0.3400606000213884,25.205419399950188,None,1,001,2019_Nov_22_1241,posner,3.2.4,60.11096485331763,
